uniprot,cluster,fnat,fnat_correct,fnat_total,fnonnat,fnonnat_nnative,fnonnat_model,irms,lrms,dockq,capri
H6SG27,016,0.0,0.0,14.0,1.0,17.0,17.0,12.946,23.91,0.042,Incorrect
H2E7Q8,U10-004,0.7,98.0,140.0,0.315,45.0,143.0,1.755,3.543,0.658,Medium
H6SG27,299,0.0,0.0,4.0,1.0,17.0,17.0,8.668,18.45,0.068,Incorrect
E1K248,181,0.056,1.0,18.0,0.978,44.0,45.0,10.132,23.183,0.065,Incorrect
H6SG27,270,0.0,0.0,8.0,1.0,17.0,17.0,13.319,23.494,0.043,Incorrect
Q941M3,000,0.0,0.0,3.0,1.0,14.0,14.0,8.791,52.715,0.018,Incorrect
O68880,084,0.857,78.0,91.0,0.133,12.0,90.0,1.346,2.634,0.774,Medium
G0WVH3,099,0.125,1.0,8.0,0.967,29.0,30.0,7.59,19.542,0.107,Incorrect
F2Z6J5,066,0.19,4.0,21.0,0.92,46.0,50.0,10.076,21.637,0.115,Incorrect
Q72AS4,171,0.111,2.0,18.0,0.953,41.0,43.0,11.14,19.464,0.096,Incorrect
A0A0H2WY27,U100-002,0.919,34.0,37.0,0.171,7.0,41.0,0.759,1.447,0.896,High
H6SG27,294,0.0,0.0,0.0,1.0,17.0,17.0,6.708,44.96,0.027,Incorrect
Q7KLV9,065,0.956,43.0,45.0,0.044,2.0,45.0,1.161,5.092,0.772,Medium
F2Z6J5,128,0.042,1.0,24.0,0.98,49.0,50.0,10.415,19.463,0.074,Incorrect
P23687,006,0.39,39.0,100.0,0.868,257.0,296.0,10.998,13.966,0.226,Incorrect
H6SG27,179,0.222,2.0,9.0,0.882,15.0,17.0,5.016,16.742,0.17,Incorrect
G0WVH3,008,0.143,1.0,7.0,0.967,29.0,30.0,6.379,20.917,0.112,Incorrect
A0A0F7R6G7,U10-006,0.0,0.0,25.0,1.0,30.0,30.0,13.315,26.783,0.035,Incorrect
P0AG30,304,0.452,14.0,31.0,0.611,22.0,36.0,3.567,7.375,0.391,Acceptable
Q9I5E6,026,0.426,29.0,68.0,0.651,54.0,83.0,10.148,14.971,0.231,Acceptable
H6SG27,114,0.0,0.0,2.0,1.0,17.0,17.0,5.533,20.178,0.073,Incorrect
F2Z6J5,172,0.207,6.0,29.0,0.88,44.0,50.0,10.515,14.684,0.159,Incorrect
P14677,041,0.938,30.0,32.0,0.143,5.0,35.0,0.629,0.878,0.926,High
G0WVH3,052,0.0,0.0,0.0,1.0,30.0,30.0,11.181,39.863,0.02,Incorrect
P23687,130,0.589,109.0,185.0,0.632,187.0,296.0,5.756,6.382,0.431,Acceptable
P04807,005,0.56,28.0,50.0,0.125,4.0,32.0,7.09,6.954,0.401,Acceptable
H6SG27,292,0.0,0.0,0.0,1.0,17.0,17.0,11.081,24.458,0.042,Incorrect
P04807,026,0.622,28.0,45.0,0.125,4.0,32.0,5.189,4.171,0.502,Medium
H6SG27,219,0.0,0.0,18.0,1.0,17.0,17.0,11.833,20.335,0.055,Incorrect
Q72AS4,121,0.207,6.0,29.0,0.86,37.0,43.0,12.128,20.815,0.122,Incorrect
,,,,,,,,,,,Incorrect
Q72AS4,097,0.043,1.0,23.0,0.977,42.0,43.0,12.886,27.83,0.047,Incorrect
H6SG27,055,0.0,0.0,0.0,1.0,17.0,17.0,13.735,29.773,0.029,Incorrect
P04807,010,0.816,31.0,38.0,0.031,1.0,32.0,1.164,4.785,0.733,Medium
E1K248,046,0.178,8.0,45.0,0.822,37.0,45.0,13.879,24.021,0.1,Incorrect
P0AG30,206,0.706,24.0,34.0,0.333,12.0,36.0,1.595,1.919,0.709,Medium
F2Z6J5,138,0.0,0.0,20.0,1.0,50.0,50.0,11.215,24.306,0.042,Incorrect
P04807,117,0.556,25.0,45.0,0.219,7.0,32.0,5.494,4.068,0.48,Acceptable
G0WVH3,U10-007,0.231,3.0,13.0,0.9,27.0,30.0,4.544,12.215,0.218,Incorrect
H6SG27,262,0.0,0.0,1.0,1.0,17.0,17.0,6.937,12.48,0.121,Incorrect
F2Z6J5,169,0.143,6.0,42.0,0.88,44.0,50.0,8.429,17.757,0.12,Incorrect
Q7KLV9,094,0.115,6.0,52.0,0.867,39.0,45.0,5.557,19.31,0.115,Incorrect
E1K248,049,0.041,3.0,73.0,0.933,42.0,45.0,15.898,31.094,0.04,Incorrect
A0A0A0V031,U100-008,0.875,21.0,24.0,0.222,6.0,27.0,1.185,1.579,0.819,High
P23687,070,0.21,21.0,100.0,0.929,275.0,296.0,11.333,11.806,0.19,Incorrect
P23687,362,0.325,50.0,154.0,0.831,246.0,296.0,11.022,15.106,0.194,Incorrect
O69275,U10-006,0.727,64.0,88.0,0.396,42.0,106.0,2.126,9.349,0.504,Medium
E1K248,107,0.12,6.0,50.0,0.867,39.0,45.0,11.813,17.098,0.111,Incorrect
P04807,069,0.372,16.0,43.0,0.5,16.0,32.0,4.677,5.479,0.391,Acceptable
P23687,039,0.397,60.0,151.0,0.797,236.0,296.0,7.634,11.809,0.259,Acceptable
P04807,173,0.659,29.0,44.0,0.094,3.0,32.0,3.593,8.232,0.441,Acceptable
P23687,123,0.457,91.0,199.0,0.693,205.0,296.0,7.687,6.179,0.383,Acceptable
E1K248,191,0.3,6.0,20.0,0.867,39.0,45.0,9.712,18.905,0.164,Incorrect
E1K248,044,0.188,3.0,16.0,0.933,42.0,45.0,12.257,23.779,0.105,Incorrect
Q9I5E6,038,0.507,35.0,69.0,0.578,48.0,83.0,5.79,8.735,0.352,Acceptable
Q72AS4,099,0.069,2.0,29.0,0.953,41.0,43.0,10.151,17.994,0.091,Incorrect
Q72AS4,048,0.018,1.0,56.0,0.977,42.0,43.0,13.892,27.769,0.038,Incorrect
E1K248,055,0.091,4.0,44.0,0.911,41.0,45.0,13.767,27.065,0.064,Incorrect
P0AG30,209,0.565,13.0,23.0,0.639,23.0,36.0,4.393,9.934,0.364,Acceptable
Q7KLV9,049,0.176,3.0,17.0,0.933,42.0,45.0,13.809,63.815,0.069,Incorrect
Q72AS4,131,0.036,1.0,28.0,0.977,42.0,43.0,12.788,18.974,0.072,Incorrect
F2Z6J5,070,0.154,4.0,26.0,0.92,46.0,50.0,11.739,21.675,0.101,Incorrect
P23687,089,0.694,186.0,268.0,0.372,110.0,296.0,3.19,3.451,0.578,Medium
P23687,232,0.392,56.0,143.0,0.811,240.0,296.0,8.185,7.698,0.325,Acceptable
F2Z6J5,104,0.195,8.0,41.0,0.84,42.0,50.0,10.672,15.611,0.148,Incorrect
P23687,043,0.558,48.0,86.0,0.838,248.0,296.0,9.815,16.367,0.264,Acceptable
F2Z6J5,163,0.158,6.0,38.0,0.88,44.0,50.0,7.911,12.955,0.165,Incorrect
P23687,272,0.354,40.0,113.0,0.865,256.0,296.0,12.113,19.44,0.177,Incorrect
Q72AS4,103,0.235,4.0,17.0,0.907,39.0,43.0,9.348,20.309,0.136,Incorrect
P23687,350,0.167,3.0,18.0,0.99,293.0,296.0,13.565,19.381,0.113,Incorrect
A0A3B6UEQ0,U100-003,0.763,29.0,38.0,0.121,4.0,33.0,1.346,2.081,0.753,Medium
O68880,U10-002,0.943,83.0,88.0,0.078,7.0,90.0,0.383,0.946,0.957,High
Q51504,016,0.167,1.0,6.0,0.984,60.0,61.0,12.219,23.466,0.099,Incorrect
,,,,,,,,,,,Incorrect
P59676,U10-009,0.971,33.0,34.0,0.057,2.0,35.0,0.327,0.815,0.972,High
P0AG30,037,0.72,18.0,25.0,0.5,18.0,36.0,8.192,23.749,0.289,Acceptable
E1K248,179,0.133,2.0,15.0,0.956,43.0,45.0,11.436,19.478,0.103,Incorrect
O16025,U10-001,0.836,56.0,67.0,0.125,8.0,64.0,1.019,1.717,0.827,High
P04807,169,0.659,29.0,44.0,0.094,3.0,32.0,4.489,10.015,0.393,Acceptable
G0WVH3,069,0.0,0.0,97.0,1.0,30.0,30.0,12.97,48.223,0.014,Incorrect
P0AG30,267,0.914,32.0,35.0,0.111,4.0,36.0,0.815,1.43,0.886,High
P04807,127,0.677,21.0,31.0,0.344,11.0,32.0,5.563,11.417,0.367,Acceptable
P0AG30,U10-009,0.838,31.0,37.0,0.139,5.0,36.0,0.496,0.722,0.911,High
H6SG27,174,0.0,0.0,7.0,1.0,17.0,17.0,7.133,20.877,0.062,Incorrect
P14677,072,0.971,33.0,34.0,0.057,2.0,35.0,0.38,0.786,0.967,High
Q72AS4,006,0.119,5.0,42.0,0.884,38.0,43.0,9.29,15.256,0.127,Incorrect
D9N168,U100-008,0.667,6.0,9.0,0.25,2.0,8.0,0.398,0.92,0.863,High
P04807,034,0.577,30.0,52.0,0.062,2.0,32.0,3.567,5.645,0.474,Acceptable
Q72AS4,148,0.105,4.0,38.0,0.907,39.0,43.0,12.302,24.4,0.076,Incorrect
Q9I5E6,044,0.286,14.0,49.0,0.831,69.0,83.0,8.722,16.171,0.177,Incorrect
A0A0F7R6G7,U100-007,0.818,27.0,33.0,0.1,3.0,30.0,0.482,0.736,0.906,High
Q72AS4,174,0.071,2.0,28.0,0.953,41.0,43.0,11.775,24.2,0.066,Incorrect
G0WVH3,023,0.0,0.0,1.0,1.0,30.0,30.0,8.187,25.234,0.045,Incorrect
Q9I5E6,046,0.439,29.0,66.0,0.651,54.0,83.0,5.467,8.675,0.333,Acceptable
P0AG30,024,0.375,12.0,32.0,0.667,24.0,36.0,4.902,8.237,0.325,Acceptable
Q72AS4,079,0.2,6.0,30.0,0.86,37.0,43.0,9.156,14.923,0.157,Incorrect
P0AG30,014,0.941,32.0,34.0,0.111,4.0,36.0,1.946,0.9,0.768,Medium
P14677,U10-008,0.971,33.0,34.0,0.057,2.0,35.0,0.379,1.114,0.965,High
Q8GN86,U10-006,0.0,0.0,29.0,1.0,14.0,14.0,14.476,24.468,0.039,Incorrect
P0AG30,233,0.914,32.0,35.0,0.111,4.0,36.0,0.864,1.132,0.883,High
F2Z6J5,U10-004,0.104,5.0,48.0,0.9,45.0,50.0,11.985,21.762,0.084,Incorrect
F2Z6J5,232,0.083,1.0,12.0,0.98,49.0,50.0,14.708,32.927,0.052,Incorrect
O60729,023,0.771,54.0,70.0,0.229,16.0,70.0,2.037,8.932,0.533,Medium
P23687,100,0.667,160.0,240.0,0.459,136.0,296.0,3.753,3.942,0.542,Medium
E1K248,196,0.068,3.0,44.0,0.933,42.0,45.0,10.281,22.957,0.07,Incorrect
P14677,U10-005,0.943,33.0,35.0,0.057,2.0,35.0,0.491,1.78,0.935,High
A0A0H2WY27,013,0.1,1.0,10.0,0.976,40.0,41.0,8.327,20.418,0.093,Incorrect
P23687,U10-002,0.79,229.0,290.0,0.226,67.0,296.0,1.499,1.287,0.756,Medium
P14677,114,0.733,11.0,15.0,0.686,24.0,35.0,3.089,11.6,0.424,Acceptable
P0AG30,283,0.944,34.0,36.0,0.056,2.0,36.0,0.877,0.971,0.892,High
H6SG27,U10-000,0.882,15.0,17.0,0.118,2.0,17.0,0.713,1.469,0.89,High
P23687,202,0.485,33.0,68.0,0.889,263.0,296.0,9.434,23.416,0.209,Incorrect
P14677,U100-007,0.971,33.0,34.0,0.057,2.0,35.0,0.239,0.336,0.981,High
E1K248,195,0.5,4.0,8.0,0.911,41.0,45.0,12.615,24.828,0.206,Incorrect
F2Z6J5,068,0.174,4.0,23.0,0.92,46.0,50.0,11.005,17.05,0.13,Incorrect
H6SG27,186,0.0,0.0,0.0,1.0,17.0,17.0,3.586,7.263,0.242,Acceptable
E1K248,003,0.15,6.0,40.0,0.867,39.0,45.0,12.561,17.869,0.116,Incorrect
P04807,040,0.519,28.0,54.0,0.125,4.0,32.0,6.208,5.966,0.415,Acceptable
Q72AS4,020,0.034,1.0,29.0,0.977,42.0,43.0,10.27,19.502,0.072,Incorrect
G0WVH3,180,0.0,0.0,0.0,1.0,30.0,30.0,1.264,32.145,0.217,Incorrect
A0A3B6UEQ0,031,0.286,4.0,14.0,0.879,29.0,33.0,10.061,25.756,0.135,Incorrect
F2Z6J5,023,0.2,3.0,15.0,0.94,47.0,50.0,7.426,18.135,0.14,Incorrect
O68880,072,0.943,83.0,88.0,0.078,7.0,90.0,0.649,1.726,0.915,High
Q72AS4,132,0.05,1.0,20.0,0.977,42.0,43.0,13.293,22.618,0.062,Incorrect
Q72AS4,076,0.143,6.0,42.0,0.86,37.0,43.0,9.635,16.862,0.123,Incorrect
A0A3B6UEQ0,U10-002,0.471,16.0,34.0,0.515,17.0,33.0,3.504,4.257,0.475,Acceptable
E1K248,244,0.333,4.0,12.0,0.911,41.0,45.0,10.355,18.621,0.175,Incorrect
Q9I5E6,025,0.432,32.0,74.0,0.614,51.0,83.0,4.386,5.656,0.41,Acceptable
F2Z6J5,081,0.148,4.0,27.0,0.92,46.0,50.0,7.829,13.448,0.156,Incorrect
O68880,011,0.929,78.0,84.0,0.133,12.0,90.0,0.729,1.709,0.9,High
Q72AS4,054,0.0,0.0,12.0,1.0,43.0,43.0,7.55,14.275,0.1,Incorrect
A0A0H2WY27,014,0.0,0.0,10.0,1.0,41.0,41.0,16.804,38.583,0.018,Incorrect
Q941M3,004,0.0,0.0,0.0,1.0,14.0,14.0,15.302,28.24,0.031,Incorrect
P23687,301,0.34,34.0,100.0,0.885,262.0,296.0,10.875,17.496,0.183,Incorrect
Q72AS4,002,0.0,0.0,28.0,1.0,43.0,43.0,12.138,24.641,0.04,Incorrect
P04807,205,0.703,26.0,37.0,0.188,6.0,32.0,4.731,10.129,0.402,Acceptable
G0WVH3,117,0.0,0.0,2.0,1.0,30.0,30.0,12.771,33.521,0.025,Incorrect
A0A3B6UEQ0,U10-005,0.514,19.0,37.0,0.424,14.0,33.0,3.397,8.259,0.397,Acceptable
H6SG27,189,0.0,0.0,10.0,1.0,17.0,17.0,12.106,25.856,0.038,Incorrect
O68880,099,0.72,59.0,82.0,0.344,31.0,90.0,1.485,3.538,0.692,Medium
G0WVH3,U10-008,1.0,29.0,29.0,0.033,1.0,30.0,0.414,0.667,0.974,High
Q72AS4,U100-002,0.929,39.0,42.0,0.093,4.0,43.0,1.891,2.786,0.739,Medium
P14677,012,0.971,33.0,34.0,0.057,2.0,35.0,0.463,1.158,0.955,High
Q72AS4,190,0.045,1.0,22.0,0.977,42.0,43.0,12.604,26.498,0.051,Incorrect
P14677,058,0.971,33.0,34.0,0.057,2.0,35.0,0.391,0.868,0.966,High
A0A140DJY3,019,0.0,0.0,9.0,1.0,28.0,28.0,17.771,38.21,0.018,Incorrect
P23687,207,0.462,122.0,264.0,0.588,174.0,296.0,5.263,5.857,0.405,Acceptable
E1K248,252,0.0,0.0,35.0,1.0,45.0,45.0,12.995,21.367,0.05,Incorrect
Q72AS4,095,0.048,1.0,21.0,0.977,42.0,43.0,13.262,22.074,0.063,Incorrect
,,,,,,,,,,,Incorrect
P04807,159,0.903,28.0,31.0,0.125,4.0,32.0,1.097,3.007,0.814,High
F2Z6J5,154,0.0,0.0,21.0,1.0,50.0,50.0,11.025,21.506,0.051,Incorrect
Q9I5E6,076,0.378,28.0,74.0,0.663,55.0,83.0,6.011,12.55,0.25,Acceptable
H6SG27,U10-009,0.857,12.0,14.0,0.294,5.0,17.0,1.432,2.537,0.766,Medium
P0AG30,248,0.944,34.0,36.0,0.056,2.0,36.0,0.883,0.831,0.893,High
Q7KLV9,076,0.767,33.0,43.0,0.267,12.0,45.0,7.256,17.826,0.331,Acceptable
P14677,120,0.567,17.0,30.0,0.514,18.0,35.0,4.76,11.604,0.335,Acceptable
Q72AS4,112,0.222,2.0,9.0,0.953,41.0,43.0,12.441,21.314,0.125,Incorrect
E1K248,081,0.156,5.0,32.0,0.889,40.0,45.0,15.275,30.314,0.08,Incorrect
P14677,U10-002,0.943,33.0,35.0,0.057,2.0,35.0,0.331,0.932,0.962,High
A0A0F7R6G7,U10-002,0.824,28.0,34.0,0.067,2.0,30.0,0.713,1.518,0.869,High
Q941M3,007,0.0,0.0,2.0,1.0,14.0,14.0,13.025,54.726,0.012,Incorrect
P23687,371,0.197,12.0,61.0,0.959,284.0,296.0,18.013,29.107,0.094,Incorrect
F2Z6J5,112,0.0,0.0,14.0,1.0,50.0,50.0,10.181,23.836,0.045,Incorrect
P0AG30,088,0.828,24.0,29.0,0.333,12.0,36.0,1.658,1.58,0.748,Medium
G0WVH3,102,0.0,0.0,0.0,1.0,30.0,30.0,6.207,21.694,0.063,Incorrect
O68880,056,0.911,72.0,79.0,0.2,18.0,90.0,1.425,4.868,0.73,Medium
H6SG27,101,0.0,0.0,11.0,1.0,17.0,17.0,19.071,31.096,0.025,Incorrect
G0WVH3,182,0.0,0.0,15.0,1.0,30.0,30.0,6.448,21.029,0.064,Incorrect
H6SG27,024,0.0,0.0,10.0,1.0,17.0,17.0,6.92,19.69,0.067,Incorrect
A0A140DJY3,012,0.0,0.0,1.0,1.0,28.0,28.0,7.993,25.899,0.044,Incorrect
G0WVH3,198,0.0,0.0,1.0,1.0,30.0,30.0,15.339,28.485,0.03,Incorrect
Q8GN86,U100-002,0.5,5.0,10.0,0.643,9.0,14.0,1.674,2.92,0.613,Medium
H6SG27,280,0.0,0.0,0.0,1.0,17.0,17.0,11.007,22.094,0.049,Incorrect
Q72AS4,033,0.214,6.0,28.0,0.86,37.0,43.0,6.942,15.563,0.163,Incorrect
Q9I5E6,000,0.869,73.0,84.0,0.12,10.0,83.0,0.5,0.868,0.92,High
E1K248,109,0.094,5.0,53.0,0.889,40.0,45.0,11.84,20.608,0.085,Incorrect
A0A3B6UEQ0,009,0.27,10.0,37.0,0.697,23.0,33.0,11.914,23.438,0.134,Incorrect
G0WVH3,049,0.0,0.0,0.0,1.0,30.0,30.0,10.276,16.067,0.08,Incorrect
H6SG27,087,0.0,0.0,1.0,1.0,17.0,17.0,11.121,24.811,0.041,Incorrect
A0A140DJY3,U100-006,0.0,0.0,13.0,1.0,28.0,28.0,14.186,28.139,0.032,Incorrect
P14677,095,0.971,33.0,34.0,0.057,2.0,35.0,0.408,0.969,0.963,High
G0WVH3,092,0.0,0.0,0.0,1.0,30.0,30.0,1.133,25.951,0.245,Acceptable
A0A0A0V031,009,0.0,0.0,3.0,1.0,27.0,27.0,16.715,28.615,0.03,Incorrect
P23687,360,0.136,8.0,59.0,0.973,288.0,296.0,14.517,19.577,0.102,Incorrect
F2Z6J5,063,0.152,5.0,33.0,0.9,45.0,50.0,10.447,21.707,0.102,Incorrect
Q9I5E6,073,0.4,32.0,80.0,0.614,51.0,83.0,5.434,9.153,0.311,Acceptable
F2Z6J5,039,0.0,0.0,31.0,1.0,50.0,50.0,13.02,20.909,0.052,Incorrect
E1K248,005,0.419,18.0,43.0,0.6,27.0,45.0,8.86,21.741,0.193,Incorrect
G0WVH3,010,0.0,0.0,0.0,1.0,30.0,30.0,11.606,49.721,0.015,Incorrect
P14677,050,0.971,33.0,34.0,0.057,2.0,35.0,0.333,1.037,0.97,High
G0WVH3,093,0.0,0.0,0.0,1.0,30.0,30.0,7.629,24.289,0.049,Incorrect
E1K248,007,0.273,15.0,55.0,0.667,30.0,45.0,6.338,10.425,0.242,Acceptable
O60729,U100-001,0.853,64.0,75.0,0.086,6.0,70.0,0.633,1.155,0.895,High
O68880,061,0.912,83.0,91.0,0.078,7.0,90.0,0.632,1.965,0.903,High
Q7KLV9,007,0.909,40.0,44.0,0.111,5.0,45.0,1.416,20.761,0.527,Medium
P23687,263,0.414,60.0,145.0,0.797,236.0,296.0,6.874,11.843,0.266,Acceptable
Q72AS4,149,0.056,1.0,18.0,0.977,42.0,43.0,11.278,23.559,0.063,Incorrect
H6SG27,085,0.0,0.0,14.0,1.0,17.0,17.0,4.385,17.175,0.101,Incorrect
H2E7Q8,U100-005,0.743,110.0,148.0,0.231,33.0,143.0,1.61,2.477,0.71,Medium
H6SG27,044,0.0,0.0,0.0,1.0,17.0,17.0,13.281,18.373,0.063,Incorrect
P0AG30,261,0.933,28.0,30.0,0.222,8.0,36.0,0.755,1.385,0.902,High
,,,,,,,,,,,Incorrect
H6SG27,169,0.0,0.0,20.0,1.0,17.0,17.0,8.851,22.208,0.052,Incorrect
H6SG27,001,0.0,0.0,3.0,1.0,17.0,17.0,5.412,13.898,0.115,Incorrect
H6SG27,175,0.143,1.0,7.0,0.941,16.0,17.0,5.149,12.546,0.179,Incorrect
A0A140DJY3,U10-002,0.0,0.0,5.0,1.0,28.0,28.0,14.666,29.634,0.029,Incorrect
Q72AS4,115,0.034,2.0,59.0,0.953,41.0,43.0,13.836,23.429,0.054,Incorrect
Q51504,000,0.0,0.0,2.0,1.0,61.0,61.0,23.635,36.834,0.018,Incorrect
Q72AS4,081,0.0,0.0,22.0,1.0,43.0,43.0,12.916,24.573,0.04,Incorrect
P23687,265,0.136,9.0,66.0,0.97,287.0,296.0,22.4,37.664,0.063,Incorrect
P23687,239,0.434,36.0,83.0,0.878,260.0,296.0,10.437,20.604,0.2,Incorrect
P23687,217,0.284,23.0,81.0,0.922,273.0,296.0,11.301,16.162,0.173,Incorrect
P14677,082,0.971,33.0,34.0,0.057,2.0,35.0,0.374,0.899,0.967,High
H6SG27,006,0.0,0.0,0.0,1.0,17.0,17.0,6.166,19.247,0.073,Incorrect
A0A3B6UEQ0,028,0.0,0.0,7.0,1.0,33.0,33.0,10.356,27.07,0.037,Incorrect
O68880,059,0.92,81.0,88.0,0.1,9.0,90.0,0.65,1.966,0.904,High
P0AG30,U100-007,0.865,32.0,37.0,0.111,4.0,36.0,0.251,0.445,0.945,High
P0AG30,238,0.815,22.0,27.0,0.389,14.0,36.0,1.312,1.99,0.776,Medium
F2Z6J5,046,0.103,4.0,39.0,0.92,46.0,50.0,11.679,20.041,0.09,Incorrect
H6SG27,214,0.0,0.0,8.0,1.0,17.0,17.0,8.735,43.859,0.022,Incorrect
H6SG27,086,0.0,0.0,0.0,1.0,17.0,17.0,4.949,19.195,0.083,Incorrect
A0A3B6UEQ0,083,0.182,2.0,11.0,0.939,31.0,33.0,13.879,26.671,0.095,Incorrect
H6SG27,295,0.167,1.0,6.0,0.941,16.0,17.0,7.526,20.665,0.117,Incorrect
E1K248,241,0.182,4.0,22.0,0.911,41.0,45.0,8.518,15.05,0.151,Incorrect
P0AG30,204,0.889,24.0,27.0,0.333,12.0,36.0,1.014,1.211,0.852,High
O69275,000,0.353,6.0,17.0,0.943,100.0,106.0,16.322,81.236,0.124,Incorrect
Q72AS4,084,0.213,10.0,47.0,0.767,33.0,43.0,10.297,17.653,0.141,Incorrect
A0A3B6UEQ0,072,0.192,5.0,26.0,0.848,28.0,33.0,10.682,18.868,0.127,Incorrect
A0A140DJY3,U10-006,0.667,10.0,15.0,0.643,18.0,28.0,1.622,4.581,0.634,Medium
P04807,191,0.183,11.0,60.0,0.656,21.0,32.0,8.372,20.777,0.119,Incorrect
P14677,U100-000,0.971,33.0,34.0,0.057,2.0,35.0,0.264,0.306,0.98,High
E1K248,157,0.19,4.0,21.0,0.911,41.0,45.0,10.888,22.114,0.113,Incorrect
E1K248,222,0.2,4.0,20.0,0.911,41.0,45.0,9.475,25.591,0.108,Incorrect
H6SG27,149,0.0,0.0,20.0,1.0,17.0,17.0,10.369,22.572,0.048,Incorrect
P23687,115,0.414,53.0,128.0,0.821,243.0,296.0,10.109,12.028,0.256,Acceptable
P23687,241,0.366,67.0,183.0,0.774,229.0,296.0,7.847,10.905,0.26,Acceptable
Q9I5E6,016,0.402,37.0,92.0,0.554,46.0,83.0,3.854,3.319,0.467,Acceptable
O68880,044,0.862,75.0,87.0,0.167,15.0,90.0,1.467,2.334,0.768,Medium
P0AG30,U100-005,0.872,34.0,39.0,0.056,2.0,36.0,0.296,0.504,0.944,High
A0A3B6UEQ0,081,0.1,4.0,40.0,0.879,29.0,33.0,7.839,12.828,0.147,Incorrect
G0WVH3,003,0.0,0.0,1.0,1.0,30.0,30.0,12.049,41.418,0.019,Incorrect
A0A0A0V031,U10-005,0.828,24.0,29.0,0.111,3.0,27.0,5.608,2.878,0.597,Medium
P0AG30,079,0.485,16.0,33.0,0.556,20.0,36.0,2.994,4.092,0.499,Medium
H6SG27,069,0.0,0.0,0.0,1.0,17.0,17.0,11.796,23.018,0.045,Incorrect
G0WVH3,105,0.5,1.0,2.0,0.967,29.0,30.0,5.112,17.595,0.256,Acceptable
P0AG30,157,0.703,26.0,37.0,0.278,10.0,36.0,4.73,3.54,0.549,Medium
H6SG27,091,0.0,0.0,7.0,1.0,17.0,17.0,18.376,23.592,0.041,Incorrect
H6SG27,261,0.0,0.0,2.0,1.0,17.0,17.0,4.765,9.485,0.179,Incorrect
A0A3B6UEQ0,U100-006,0.683,28.0,41.0,0.152,5.0,33.0,1.014,1.595,0.778,Medium
A0A3B6UEQ0,011,0.703,26.0,37.0,0.212,7.0,33.0,1.036,1.811,0.779,Medium
P0AG30,298,0.821,32.0,39.0,0.111,4.0,36.0,0.998,1.317,0.83,High
E1K248,033,0.085,5.0,59.0,0.889,40.0,45.0,14.588,28.959,0.058,Incorrect
F2Z6J5,158,0.158,6.0,38.0,0.88,44.0,50.0,6.952,13.513,0.162,Incorrect
P04807,171,0.543,25.0,46.0,0.219,7.0,32.0,9.766,14.375,0.275,Acceptable
H6SG27,215,0.0,0.0,2.0,1.0,17.0,17.0,15.786,22.181,0.046,Incorrect
P14677,033,0.943,33.0,35.0,0.057,2.0,35.0,0.461,0.95,0.948,High
Q51504,005,0.0,0.0,2.0,1.0,61.0,61.0,23.608,45.392,0.013,Incorrect
,,,,,,,,,,,Incorrect
P04807,025,0.185,10.0,54.0,0.688,22.0,32.0,8.548,11.837,0.185,Incorrect
Q9I5E6,020,0.371,36.0,97.0,0.566,47.0,83.0,5.454,9.574,0.294,Acceptable
F2Z6J5,185,0.12,6.0,50.0,0.88,44.0,50.0,7.782,13.495,0.147,Incorrect
Q51504,024,0.0,0.0,3.0,1.0,61.0,61.0,21.035,46.406,0.013,Incorrect
P14677,066,0.971,33.0,34.0,0.057,2.0,35.0,0.382,0.646,0.968,High
E1K248,086,0.154,4.0,26.0,0.911,41.0,45.0,11.958,23.137,0.096,Incorrect
P0AG30,085,0.524,22.0,42.0,0.389,14.0,36.0,3.763,6.151,0.439,Acceptable
G0WVH3,087,0.0,0.0,3.0,1.0,30.0,30.0,9.601,45.362,0.019,Incorrect
Q72AS4,027,0.083,3.0,36.0,0.93,40.0,43.0,11.916,24.28,0.069,Incorrect
H2E7Q8,U100-009,0.793,111.0,140.0,0.224,32.0,143.0,1.508,3.052,0.725,Medium
Q7KLV9,058,0.085,5.0,59.0,0.889,40.0,45.0,6.041,52.258,0.056,Incorrect
P0AG30,071,0.148,4.0,27.0,0.889,32.0,36.0,6.844,27.604,0.094,Incorrect
E1K248,204,0.15,3.0,20.0,0.933,42.0,45.0,11.416,19.228,0.11,Incorrect
P14677,U100-008,0.971,33.0,34.0,0.057,2.0,35.0,0.257,0.434,0.98,High
Q72AS4,U10-000,0.362,17.0,47.0,0.605,26.0,43.0,4.752,8.649,0.315,Acceptable
Q72AS4,043,0.027,2.0,73.0,0.953,41.0,43.0,11.932,23.756,0.052,Incorrect
H6SG27,118,0.0,0.0,3.0,1.0,17.0,17.0,12.65,17.472,0.068,Incorrect
G0WVH3,U100-006,0.935,29.0,31.0,0.033,1.0,30.0,0.518,0.82,0.94,High
E1K248,113,0.2,4.0,20.0,0.911,41.0,45.0,10.048,20.118,0.124,Incorrect
F2Z6J5,144,0.125,1.0,8.0,0.98,49.0,50.0,8.925,19.57,0.104,Incorrect
Q72AS4,U100-008,1.0,36.0,36.0,0.163,7.0,43.0,1.15,2.501,0.85,High
P23687,094,0.511,117.0,229.0,0.605,179.0,296.0,4.101,4.478,0.471,Acceptable
O69275,005,0.46,29.0,63.0,0.726,77.0,106.0,4.875,17.2,0.248,Acceptable
