uniprot	pdb	region_1	region_2	complex_rmsd	percent_region_1	percent_region_2	2_aligned	2_comp	state	conformation	organism	date	notes	chain	af_filename	nstds	non-polymers	has_partner	num_partners	has_nstds	has_nplymrs
P11142	5aqn	263-287	225-262	3.918	100.0	100.0	1.447	1.188	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif	[]	['CHLORIDE ION', 'DIMETHYL SULFOXIDE', 'GLYCEROL', 'WATER', 'BENZOFURO[3,2-D]PYRIMIDIN-4(3H)-ONE', '2-AMINO-2-HYDROXYMETHYL-PROPANE-1,3-DIOL']	True	1	False	True
P11142	5aqo	263-287	225-262	3.904	100.0	100.0	1.395	1.104	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif	[]	['CHLORIDE ION', '6-METHYLQUINAZOLIN-4-AMINE', 'DIMETHYL SULFOXIDE', 'GLYCEROL', 'WATER', '2-AMINO-2-HYDROXYMETHYL-PROPANE-1,3-DIOL']	True	1	False	True
P11142	5aqp	263-287	225-262	3.923	100.0	100.0	1.414	1.172	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif	[]	['quinazolin-4-amine', 'DIMETHYL SULFOXIDE', 'GLYCEROL', 'WATER', '2-AMINO-2-HYDROXYMETHYL-PROPANE-1,3-DIOL']	True	1	False	True
P11142	5aqq	263-287	225-262	3.903	100.0	100.0	1.391	1.231	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif	[]	['7-methylquinazolin-4-amine', 'DIMETHYL SULFOXIDE', 'GLYCEROL', 'WATER', '2-AMINO-2-HYDROXYMETHYL-PROPANE-1,3-DIOL']	True	1	False	True
P11142	5aqr	263-287	225-262	3.916	100.0	100.0	1.399	1.168	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif	[]	['CHLORIDE ION', 'DIMETHYL SULFOXIDE', 'GLYCEROL', 'WATER', '6-methoxyquinazolin-4-amine', '2-AMINO-2-HYDROXYMETHYL-PROPANE-1,3-DIOL']	True	1	False	True
P11142	5aqs	263-287	225-262	3.96	100.0	100.0	1.475	1.195	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif	[]	['ISOQUINOLIN-1-AMINE', 'GLYCEROL', 'WATER']	True	1	False	True
P11142	5aqt	263-287	225-262	3.932	100.0	100.0	1.381	1.159	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif	[]	['(1S,2R,3R,5R)-3-(hydroxymethyl)-5-(quinazolin-4-ylamino)cyclopentane-1,2-diol', 'DIMETHYL SULFOXIDE', 'GLYCEROL', 'WATER', '2-AMINO-2-HYDROXYMETHYL-PROPANE-1,3-DIOL']	True	1	False	True
P11142	5aqu	263-287	225-262	3.897	100.0	100.0	1.353	1.128	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif	[]	['DIMETHYL SULFOXIDE', 'GLYCEROL', 'WATER', 'MAGNESIUM ION', '2-AMINO-2-HYDROXYMETHYL-PROPANE-1,3-DIOL', '(1S,2R,3R,5R)-3-(HYDROXYMETHYL)-5-((5-METHOXYQUINAZOLIN-4-YL)AMINO)CYCLOPENTANE-1,2-DIOL']	True	1	False	True
P11142	5aqv	263-287	225-262	3.762	100.0	100.0	1.398	1.108	Autoinhibited	Closed	HOMO SAPIENS	['2015-09-22']		A	F-P11142-F1-model_v3.cif	[]	['DIMETHYL SULFOXIDE', 'GLYCEROL', 'WATER', '(1R,2S,3R,5R)-3-((5-(benzyloxy)quinazolin-4-yl)amino)-5-(hydroxymethyl)cyclopentane-1,2-diol', '2-AMINO-2-HYDROXYMETHYL-PROPANE-1,3-DIOL']	True	1	False	True
P11142	6b1i	263-287	225-262	3.152	100.0	100.0	0.844	0.867	Autoinhibited	Closed	Homo sapiens	['2017-09-18']		A	F-P11142-F1-model_v3.cif	"[""ADENOSINE-5'-DIPHOSPHATE""]"	['GLYCEROL', 'WATER', 'MAGNESIUM ION', 'PHOSPHATE ION']	False	0	True	True
P11142	6b1n	263-287	225-262	3.091	100.0	100.0	0.873	0.827	Autoinhibited	Closed	Homo Sapiens	['2017-09-18']		A	F-P11142-F1-model_v3.cif	"[""ADENOSINE-5'-DIPHOSPHATE""]"	['GLYCEROL', 'WATER', 'MAGNESIUM ION']	False	0	True	True
P11142	6zyj	263-287	225-262	3.2	100.0	100.0	1.122	0.922	Autoinhibited	Closed	Homo sapiens	['2020-08-01']		A	F-P11142-F1-model_v3.cif	"[""ADENOSINE-5'-DIPHOSPHATE""]"	['ACETATE ION', 'CALCIUM ION', 'GLYCEROL', 'WATER']	False	0	True	True
P08631	1qcf	142-239,240-259	76-136,425-514	1.659	100.0	96.6887417218543	1.174	2.104	Autoinhibited	Closed	Homo sapiens	['1999-05-04']	In comparison to 2src/1y57 (P12931)	A	F-P08631-F1-model_v3.cif	['O-PHOSPHOTYROSINE']	['WATER', '1-TER-BUTYL-3-P-TOLYL-1H-PYRAZOLO[3,4-D]PYRIMIDIN-4-YLAMINE']	False	0	True	True
P08631	2c0i	142-239,240-259	76-136,425-514	1.505	100.0	96.6887417218543	1.023	1.978	Autoinhibited	Closed	Homo sapiens	['2005-09-03']		A	F-P08631-F1-model_v3.cif	['O-PHOSPHOTYROSINE']	['CALCIUM ION', 'WATER', 'N-(4-{4-AMINO-1-[4-(4-METHYLPIPERAZIN-1-YL)-TRANS-CYCLOHEXYL]-1H-PYRAZOLO[3,4-D]PYRIMIDIN-3-YL}-2-METHOXYPHENYL)-1-METHYL-1H-INDOLE-2-CARBOXAMIDE']	False	0	True	True
P08631	2c0o	142-239,240-259	76-136,425-514	1.536	100.0	96.6887417218543	1.011	1.977	Autoinhibited	Closed	Homo sapiens	['2005-09-06']		A	F-P08631-F1-model_v3.cif	['O-PHOSPHOTYROSINE']	['CALCIUM ION', 'WATER', 'N-(4-{1-[4-(4-ACETYLPIPERAZIN-1-YL)-TRANS-CYCLOHEXYL]-4-AMINO-1H-PYRAZOLO[3,4-D]PYRIMIDIN-3-YL}-2-METHOXYPHENYL)-1-METHYL-1H-INDOLE-2-CARBOXAMIDE']	False	0	True	True
P08631	3vry	142-239,240-259	76-136,425-514	1.469	94.9152542372881	96.6887417218543	1.004	1.665	Autoinhibited	Closed	Homo sapiens	['2012-04-21']		A	F-P08631-F1-model_v3.cif	['O-PHOSPHOTYROSINE']	['4-Amino-5-(4-phenoxyphenyl)-7H-pyrrolo[2,3-d]pyrimidin-7-yl-cyclopentane', 'CALCIUM ION', 'CHLORIDE ION', 'WATER']	False	0	True	True
P08631	3vrz	142-239,240-259	76-136,425-514	1.504	96.6101694915254	96.6887417218543	0.998	2.23	Autoinhibited	Closed	Homo sapiens	['2012-04-21']		A	F-P08631-F1-model_v3.cif	['O-PHOSPHOTYROSINE']	['CALCIUM ION', 'CHLORIDE ION', 'WATER', '1-[4-(4-amino-7-cyclopentyl-7H-pyrrolo[2,3-d]pyrimidin-5-yl)phenyl]-3-benzylurea']	False	0	True	True
P08631	3vs0	142-239,240-259	76-136,425-514	1.556	95.7627118644068	96.6887417218543	1.109	2.183	Autoinhibited	Closed	Homo sapiens	['2012-04-21']		A	F-P08631-F1-model_v3.cif	['O-PHOSPHOTYROSINE']	['CALCIUM ION', 'CHLORIDE ION', 'WATER', 'N-[4-(4-amino-7-cyclopentyl-7H-pyrrolo[2,3-d]pyrimidin-5-yl)phenyl]benzamide']	False	0	True	True
P08631	3vs1	142-239,240-259	76-136,425-514	1.655	92.3728813559322	96.6887417218543	1.005	2.391	Autoinhibited	Closed	Homo sapiens	['2012-04-21']		A	F-P08631-F1-model_v3.cif	['O-PHOSPHOTYROSINE']	['CALCIUM ION', 'CHLORIDE ION', 'WATER', '1-[4-(4-amino-7-cyclopentyl-7H-pyrrolo[2,3-d]pyrimidin-5-yl)phenyl]-3-phenylurea']	False	0	True	True
P08631	3vs2	142-239,240-259	76-136,425-514	1.51	97.4576271186441	96.6887417218543	1.042	1.905	Autoinhibited	Closed	Homo sapiens	['2012-04-21']		A	F-P08631-F1-model_v3.cif	['O-PHOSPHOTYROSINE']	['CALCIUM ION', 'CHLORIDE ION', 'WATER', '7-[cis-4-(4-methylpiperazin-1-yl)cyclohexyl]-5-(4-phenoxyphenyl)-7H-pyrrolo[2,3-d]pyrimidin-4-amine']	False	0	True	True
P08631	3vs3	142-239,240-259	76-136,425-514	1.442	100.0	96.6887417218543	1.039	1.557	Autoinhibited	Closed	Homo sapiens	['2012-04-21']		A	F-P08631-F1-model_v3.cif	['O-PHOSPHOTYROSINE']	['CALCIUM ION', 'CHLORIDE ION', 'WATER', '7-[trans-4-(4-methylpiperazin-1-yl)cyclohexyl]-5-(4-phenoxyphenyl)-7H-pyrrolo[2,3-d]pyrimidin-4-amine']	False	0	True	True
P08631	3vs4	142-239,240-259	76-136,425-514	1.529	94.9152542372881	96.6887417218543	1.01	1.739	Autoinhibited	Closed	Homo sapiens	['2012-04-21']		A	F-P08631-F1-model_v3.cif	['O-PHOSPHOTYROSINE']	['CALCIUM ION', 'CHLORIDE ION', 'WATER', '5-(4-phenoxyphenyl)-7-(tetrahydro-2H-pyran-4-yl)-7H-pyrrolo[2,3-d]pyrimidin-4-amine']	False	0	True	True
P08631	3vs5	142-239,240-259	76-136,425-514	1.445	96.6101694915254	96.6887417218543	1.018	1.679	Autoinhibited	Closed	Homo sapiens	['2012-04-21']		A	F-P08631-F1-model_v3.cif	['O-PHOSPHOTYROSINE']	['CALCIUM ION', 'WATER', '7-(1-methylpiperidin-4-yl)-5-(4-phenoxyphenyl)-7H-pyrrolo[2,3-d]pyrimidin-4-amine']	False	0	True	True
P08631	3vs6	142-239,240-259	76-136,425-514	1.523	100.0	96.6887417218543	1.01	1.881	Autoinhibited	Closed	Homo sapiens	['2012-04-21']		A	F-P08631-F1-model_v3.cif	['O-PHOSPHOTYROSINE']	['CALCIUM ION', 'CHLORIDE ION', 'WATER', 'tert-butyl {4-[4-amino-1-(propan-2-yl)-1H-pyrazolo[3,4-d]pyrimidin-3-yl]-2-methoxyphenyl}carbamate']	False	0	True	True
P08631	3vs7	142-239,240-259	76-136,425-514	1.744	100.0	96.6887417218543	1.07	2.317	Autoinhibited	Closed	Homo sapiens	['2012-04-21']		A	F-P08631-F1-model_v3.cif	['O-PHOSPHOTYROSINE']	['CALCIUM ION', 'CHLORIDE ION', 'WATER', '1-cyclopentyl-3-(1H-pyrrolo[2,3-b]pyridin-5-yl)-1H-pyrazolo[3,4-d]pyrimidin-4-amine']	False	0	True	True
P08631	4lud	142-239,240-259	76-136,425-514	1.41	98.3050847457627	93.3774834437086	0.998	2.256	Autoinhibited	Closed	Homo sapiens	['2013-07-25']		A	F-P08631-F1-model_v3.cif	['O-PHOSPHOTYROSINE']	['CALCIUM ION', 'CHLORIDE ION', 'GLYCEROL', 'WATER', '6-(4-fluorophenyl)-5-(pyridin-4-yl)-2,3-dihydroimidazo[2,1-b][1,3]thiazole']	False	0	True	True
P08631	4lue	142-239,240-259	76-136,425-514	1.344	96.6101694915254	96.6887417218543	0.99	1.671	Autoinhibited	Closed	Homo sapiens	['2013-07-25']		A	F-P08631-F1-model_v3.cif	['O-PHOSPHOTYROSINE']	['CALCIUM ION', 'CHLORIDE ION', 'GLYCEROL', 'WATER', 'IMIDAZOLE', '7-[trans-4-(4-methylpiperazin-1-yl)cyclohexyl]-5-(4-phenoxyphenyl)-7H-pyrrolo[2,3-d]pyrimidin-4-amine']	False	0	True	True
P08631	5h09	142-239,240-259	76-136,425-514	2.299	100.0	96.6887417218543	1.771	1.468	Autoinhibited	Closed	Homo sapiens	['2016-10-04']		A	F-P08631-F1-model_v3.cif	['O-PHOSPHOTYROSINE']	['WATER', 'ethyl (2~{S})-2-[[4-[4-azanyl-5-(4-phenoxyphenyl)pyrrolo[2,3-d]pyrimidin-7-yl]cyclohexyl]amino]-4-methyl-pentanoate']	False	0	True	True
P08631	5h0b	142-239,240-259	76-136,425-514	2.212	100.0	96.6887417218543	1.415	1.292	Autoinhibited	Closed	Homo sapiens	['2016-10-04']		A	F-P08631-F1-model_v3.cif	['O-PHOSPHOTYROSINE']	['WATER', '(2~{S})-2-[[4-[4-azanyl-5-(4-phenoxyphenyl)pyrrolo[2,3-d]pyrimidin-7-yl]cyclohexyl]azaniumyl]-4-methyl-pentanoate']	False	0	True	True
P08631	5h0e	142-239,240-259	76-136,425-514	2.213	100.0	96.6887417218543	1.402	1.752	Autoinhibited	Closed	Homo sapiens	['2016-10-04']		A	F-P08631-F1-model_v3.cif	['O-PHOSPHOTYROSINE']	['WATER', '(2~{S})-2-[[4-[4-azanyl-5-(4-phenoxyphenyl)pyrrolo[2,3-d]pyrimidin-7-yl]cyclohexyl]amino]-4-methyl-pentanamide']	False	0	True	True
P08631	5h0g	142-239,240-259	76-136,425-514	2.233	100.0	96.6887417218543	1.31	1.56	Autoinhibited	Closed	Homo sapiens	['2016-10-04']		A	F-P08631-F1-model_v3.cif	['O-PHOSPHOTYROSINE']	['WATER', '(2~{S})-2-[[4-[4-azanyl-5-(4-phenoxyphenyl)pyrrolo[2,3-d]pyrimidin-7-yl]cyclohexyl]amino]-~{N},4-dimethyl-pentanamide']	False	0	True	True
P08631	5h0h	142-239,240-259	76-136,425-514	2.242	100.0	96.6887417218543	1.507	1.326	Autoinhibited	Closed	Homo sapiens	['2016-10-04']		A	F-P08631-F1-model_v3.cif	['O-PHOSPHOTYROSINE']	['WATER', '(2~{S})-2-[[4-[4-azanyl-5-(4-phenoxyphenyl)pyrrolo[2,3-d]pyrimidin-7-yl]cyclohexyl]amino]-~{N},~{N},4-trimethyl-pentanamide']	False	0	True	True
Q8IXJ6	1j8f	320-352	65-319	10.918	100.0	100.0	3.188	1.575		Closed	Homo sapiens	['2001-05-21']		A	F-Q8IXJ6-F1-model_v3.cif	[]	['WATER', 'ZINC ION']	False	0	False	True
Q8IXJ6	3zgo	320-352	65-319	4.034	100.0	99.6078431372549	3.192	1.661		Closed	HOMO SAPIENS	['2012-12-18']		A	F-Q8IXJ6-F1-model_v3.cif	[]	['1,2-ETHANEDIOL', 'ETHANOL', 'WATER', 'HEXAETHYLENE GLYCOL', 'TRIETHYLENE GLYCOL', 'ZINC ION']	False	0	False	True
Q8IXJ6	3zgv	320-352	65-319	2.638	100.0	99.2156862745098	2.683	1.74		Closed	HOMO SAPIENS	['2012-12-19']		A	F-Q8IXJ6-F1-model_v3.cif	[]	['ACETATE ION', '[(2R,3S,4R,5R)-5-(6-AMINOPURIN-9-YL)-3,4-DIHYDROXY-OXOLAN-2-YL]METHYL [HYDROXY-[[(2R,3S,4R,5S)-3,4,5-TRIHYDROXYOXOLAN-2-YL]METHOXY]PHOSPHORYL] HYDROGEN PHOSPHATE', 'GLYCEROL', 'WATER', 'TRIETHYLENE GLYCOL', 'ZINC ION']	False	0	False	True
Q8IXJ6	4l3o	320-352	65-319	2.809	100.0	98.0392156862745	2.993	1.263		Closed	Homo sapiens	['2013-06-06']		A	F-Q8IXJ6-F1-model_v3.cif	['N~6~-(trifluoroacetyl)-L-lysine']	['ACETIC ACID', '1,2-ETHANEDIOL', 'WATER', '2-(N-MORPHOLINO)-ETHANESULFONIC ACID', 'AMINO GROUP', 'ZINC ION']	True	1	True	True
Q8IXJ6	4r8m	320-352	65-319	1.719	100.0	94.1176470588235	1.802	1.251		Closed	Homo sapiens	['2014-09-02']		A	F-Q8IXJ6-F1-model_v3.cif	[]	['tridecanethial', 'WATER', 'ZINC ION']	True	1	False	True
Q8IXJ6	4rmg	320-352	65-319	2.278	100.0	97.6470588235294	2.385	0.942	Active	Closed	Homo sapiens	['2014-10-21']		A	F-Q8IXJ6-F1-model_v3.cif	[]	['2-[(4,6-dimethylpyrimidin-2-yl)sulfanyl]-N-[5-(naphthalen-1-ylmethyl)-1,3-thiazol-2-yl]acetamide', 'WATER', 'NICOTINAMIDE-ADENINE-DINUCLEOTIDE', 'ZINC ION']	False	0	False	True
Q8IXJ6	4rmh	320-352	65-319	2.263	100.0	96.4705882352941	2.297	0.923	Active	Closed	Homo sapiens	['2014-10-21']		A	F-Q8IXJ6-F1-model_v3.cif	['N(6)-ACETYLLYSINE']	['2-[(4,6-dimethylpyrimidin-2-yl)sulfanyl]-N-[5-(naphthalen-1-ylmethyl)-1,3-thiazol-2-yl]acetamide', 'WATER', 'ZINC ION']	True	1	True	True
Q8IXJ6	4rmi	320-352	65-319	1.642	100.0	91.3725490196078	1.631	0.959	Active	Closed	Homo sapiens	['2014-10-21']		A	F-Q8IXJ6-F1-model_v3.cif	['N(6)-ACETYLLYSINE']	['N-(5-benzyl-1,3-thiazol-2-yl)-2-[(4,6-dimethylpyrimidin-2-yl)sulfanyl]acetamide', 'WATER', 'ZINC ION']	True	1	True	True
Q8IXJ6	4rmj	320-352	65-319	2.623	100.0	100.0	2.651	1.574		Closed	Homo sapiens	['2014-10-21']		A	F-Q8IXJ6-F1-model_v3.cif	[]	['[(2R,3S,4R,5R)-5-(6-AMINOPURIN-9-YL)-3,4-DIHYDROXY-OXOLAN-2-YL]METHYL [HYDROXY-[[(2R,3S,4R,5S)-3,4,5-TRIHYDROXYOXOLAN-2-YL]METHOXY]PHOSPHORYL] HYDROGEN PHOSPHATE', '1,2-ETHANEDIOL', 'WATER', 'SODIUM ION', 'NICOTINAMIDE', 'DI(HYDROXYETHYL)ETHER', 'TRIETHYLENE GLYCOL', 'ZINC ION']	False	0	False	True
Q8IXJ6	4x3o	320-352	65-319	1.269	100.0	97.6470588235294	1.309	0.878	Active	Closed	Homo sapiens	['2014-12-01']		A	F-Q8IXJ6-F1-model_v3.cif	[]	['[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl] [(2R,3R,4R,5R)-3-oxidanyl-5-sulfanyl-4-tridecoxy-oxolan-2-yl]methyl hydrogen phosphate', '1,2-ETHANEDIOL', 'WATER', 'ZINC ION']	True	1	False	True
Q8IXJ6	4x3p	320-352	65-319	1.378	100.0	97.2549019607843	1.428	0.873	Active	Closed	Homo sapiens	['2014-12-01']		A	F-Q8IXJ6-F1-model_v3.cif	[]	['tridecanethial', 'CARBA-NICOTINAMIDE-ADENINE-DINUCLEOTIDE', '1,2-ETHANEDIOL', 'WATER', 'ZINC ION']	True	1	False	True
Q8IXJ6	5d7o	320-352	65-319	2.537	100.0	100.0	2.582	1.661		Closed	Homo sapiens	['2015-08-14']		A	F-Q8IXJ6-F1-model_v3.cif	[]	['[(2R,3S,4R,5R)-5-(6-AMINOPURIN-9-YL)-3,4-DIHYDROXY-OXOLAN-2-YL]METHYL [HYDROXY-[[(2R,3S,4R,5S)-3,4,5-TRIHYDROXYOXOLAN-2-YL]METHOXY]PHOSPHORYL] HYDROGEN PHOSPHATE', 'WATER', 'TRIETHYLENE GLYCOL', 'ZINC ION']	False	0	False	True
Q8IXJ6	5d7p	320-352	65-319	2.7	100.0	100.0	2.739	1.936		Closed	Homo sapiens	['2015-08-14']		A	F-Q8IXJ6-F1-model_v3.cif	[]	['[(2R,3S,4R,5R)-5-(6-AMINOPURIN-9-YL)-3,4-DIHYDROXY-OXOLAN-2-YL]METHYL [HYDROXY-[[(2R,3S,4R,5S)-3,4,5-TRIHYDROXYOXOLAN-2-YL]METHOXY]PHOSPHORYL] HYDROGEN PHOSPHATE', 'WATER', '(1S)-6-chloro-2,3,4,9-tetrahydro-1H-carbazole-1- carboxamide', 'DI(HYDROXYETHYL)ETHER', 'ZINC ION']	False	0	False	True
Q8IXJ6	5d7q	320-352	65-319	2.684	100.0	100.0	2.714	1.685		Closed	Homo sapiens	['2015-08-14']		A	F-Q8IXJ6-F1-model_v3.cif	[]	['(6S)-2-chloro-5,6,7,8,9,10-hexahydrocyclohepta[b]indole-6-carboxamide', '[(2R,3S,4R,5R)-5-(6-AMINOPURIN-9-YL)-3,4-DIHYDROXY-OXOLAN-2-YL]METHYL [HYDROXY-[[(2R,3S,4R,5S)-3,4,5-TRIHYDROXYOXOLAN-2-YL]METHOXY]PHOSPHORYL] HYDROGEN PHOSPHATE', 'WATER', 'ZINC ION']	False	0	False	True
Q8IXJ6	5dy4	320-352	65-319	2.44	100.0	98.8235294117647	2.562	0.903	Active	Closed	Homo sapiens	['2015-09-24']		A	F-Q8IXJ6-F1-model_v3.cif	[]	['N-{5-[(7-bromonaphthalen-1-yl)methyl]-1,3-thiazol-2-yl}-2-[(4,6-dimethylpyrimidin-2-yl)sulfanyl]acetamide', 'WATER', 'NICOTINAMIDE-ADENINE-DINUCLEOTIDE', 'ZINC ION']	False	0	False	True
Q8IXJ6	5dy5	320-352	65-319	2.304	100.0	98.4313725490196	2.42	0.982	Active	Closed	Homo sapiens	['2015-09-24']		A	F-Q8IXJ6-F1-model_v3.cif	[]	['N-(5-{3-[(1-benzyl-1H-1,2,3-triazol-4-yl)methoxy]benzyl}-1,3-thiazol-2-yl)-2-[(4,6-dimethylpyrimidin-2-yl)sulfanyl]acetamide', '(R,R)-2,3-BUTANEDIOL', '1,2-ETHANEDIOL', '4-(2-HYDROXYETHYL)-1-PIPERAZINE ETHANESULFONIC ACID', 'WATER', 'ZINC ION']	False	0	False	True
Q8IXJ6	5fyq	320-352	65-319	2.005	100.0	92.5490196078431	2.113	0.982		Closed	HOMO SAPIENS	['2016-03-09']		A	F-Q8IXJ6-F1-model_v3.cif	['N~6~-(trifluoroacetyl)-L-lysine']	['WATER', 'SULFATE ION', 'ZINC ION']	True	1	True	True
Q8IXJ6	5g4c	320-352	65-319	1.51	100.0	94.9019607843137	1.472	1.409		Closed	HOMO SAPIENS	['2016-05-09']		A	F-Q8IXJ6-F1-model_v3.cif	['4-oxononanoyl lysine']	['CARBA-NICOTINAMIDE-ADENINE-DINUCLEOTIDE', 'WATER', 'ZINC ION']	True	1	True	True
Q8IXJ6	5mar	320-352	65-319	2.749	100.0	100.0	2.754	1.869		Closed	Homo sapiens	['2016-11-04']		A	F-Q8IXJ6-F1-model_v3.cif	[]	['3-[3-(4-chlorophenyl)-1,2,4-oxadiazol-5-yl]propan-1-ol', 'ACETATE ION', '[(2R,3S,4R,5R)-5-(6-AMINOPURIN-9-YL)-3,4-DIHYDROXY-OXOLAN-2-YL]METHYL [HYDROXY-[[(2R,3S,4R,5S)-3,4,5-TRIHYDROXYOXOLAN-2-YL]METHOXY]PHOSPHORYL] HYDROGEN PHOSPHATE', 'DIMETHYL SULFOXIDE', '1,2-ETHANEDIOL', 'GLYCEROL', 'WATER', 'ZINC ION']	False	0	False	True
Q8IXJ6	5mat	320-352	65-319	2.383	100.0	99.2156862745098	2.539	0.963		Closed	Homo sapiens	['2016-11-04']		A	F-Q8IXJ6-F1-model_v3.cif	[]	['(7~{R})-7-[(3,5-dimethyl-1,2-oxazol-4-yl)methylamino]-3-[(4-methoxynaphthalen-1-yl)methyl]-5,6,7,8-tetrahydro-[1]benzothiolo[2,3-d]pyrimidin-4-one', 'WATER', 'HEXAETHYLENE GLYCOL', 'TETRAETHYLENE GLYCOL', 'SULFATE ION', 'ZINC ION']	False	0	False	True
Q8IXJ6	5yql	320-352	65-319	1.937	100.0	96.078431372549	1.909	0.879	Active	Closed	Homo sapiens	['2017-11-07']		A	F-Q8IXJ6-F1-model_v3.cif	[]	['2-(4,6-dimethylpyrimidin-2-yl)sulfanyl-N-[3-(phenoxymethyl)phenyl]ethanamide', 'BETA-MERCAPTOETHANOL', 'WATER', 'ZINC ION']	False	0	False	True
Q8IXJ6	5yqm	320-352	65-319	1.852	100.0	95.6862745098039	1.799	0.856	Active	Closed	Homo sapiens	['2017-11-07']		A	F-Q8IXJ6-F1-model_v3.cif	[]	['2-(4,6-dimethylpyrimidin-2-yl)sulfanyl-N-(4-phenylsulfanylphenyl)ethanamide', 'BETA-MERCAPTOETHANOL', 'WATER', 'ZINC ION']	False	0	False	True
Q8IXJ6	5yqn	320-352	65-319	1.737	100.0	92.9411764705882	1.634	0.894	Active	Closed	Homo sapiens	['2017-11-07']		A	F-Q8IXJ6-F1-model_v3.cif	[]	['WATER', 'N-[3-[[3-[2-(4,6-dimethylpyrimidin-2-yl)sulfanylethanoylamino]phenyl]methoxy]phenyl]-1-methyl-pyrazole-4-carboxamide', 'DI(HYDROXYETHYL)ETHER', 'ZINC ION']	False	0	False	True
Q8IXJ6	5yqo	320-352	65-319	1.704	100.0	92.9411764705882	1.602	0.879	Active	Closed	Homo sapiens	['2017-11-07']		A	F-Q8IXJ6-F1-model_v3.cif	[]	['WATER', 'N-[4-[[3-[2-(4,6-dimethylpyrimidin-2-yl)sulfanylethanoylamino]phenyl]methoxy]phenyl]-1-methyl-pyrazole-4-carboxamide', 'ZINC ION']	False	0	False	True
Q8IXJ6	6l65	320-352	65-319	1.996	100.0	94.5098039215686	2.112	0.84	Active	Closed	Homo sapiens	['2019-10-28']		A	F-Q8IXJ6-F1-model_v3.cif	[]	['WATER', 'MYRISTIC ACID', 'ZINC ION']	True	1	False	True
Q8IXJ6	6l66	320-352	65-319	1.392	100.0	97.2549019607843	1.43	0.867	Active	Closed	Homo sapiens	['2019-10-28']		A	F-Q8IXJ6-F1-model_v3.cif	[]	['tridecanethial', 'WATER', 'NICOTINAMIDE-ADENINE-DINUCLEOTIDE', 'ZINC ION']	True	1	False	True
Q8IXJ6	6l71	320-352	65-319	1.324	100.0	97.2549019607843	1.383	0.825	Active	Closed	Homo sapiens	['2019-10-30']		A	F-Q8IXJ6-F1-model_v3.cif	[]	['WATER', 'NICOTINAMIDE', '[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl] [(2R,3S,4R,5S)-3,4-bis(oxidanyl)-5-tetradecoxy-oxolan-2-yl]methyl hydrogen phosphate', '[[(2S,3aS,5S,6R,6aS)-2-dodecyl-6-oxidanyl-3a,5,6,6a-tetrahydrofuro[2,3-d][1,3]dioxol-5-yl]methoxy-oxidanyl-phosphoryl] [(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methyl hydrogen phosphate']	True	1	False	True
Q8IXJ6	6l72	320-352	65-319	1.391	100.0	97.6470588235294	1.417	0.846	Active	Closed	Homo sapiens	['2019-10-30']		A	F-Q8IXJ6-F1-model_v3.cif	[]	['WATER', '[(2S,3R,4R,5R)-5-[[[[(2R,3S,4R,5R)-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl]oxy-oxidanyl-phosphoryl]oxymethyl]-2,4-bis(oxidanyl)oxolan-3-yl] tetradecanoate', 'ZINC ION']	False	0	False	True
Q8IXJ6	6nr0	320-352	65-319	1.325	100.0	95.6862745098039	1.32	0.884		Closed	Homo sapiens	['2019-01-22']		A	F-Q8IXJ6-F1-model_v3.cif	[]	['GLYCEROL', 'WATER', '[[(2~{R},3~{S},4~{R},5~{R})-5-(6-aminopurin-9-yl)-3,4-bis(oxidanyl)oxolan-2-yl]methoxy-oxidanyl-phosphoryl] [(3~{S},4~{R},5~{R})-3,4-bis(oxidanyl)-5-sulfanyl-oxolan-2-yl]methyl hydrogen phosphate', 'N~2~-[3-(2-hydroxyethoxy)propanoyl]-N-phenyl-N~6~-tetradecanethioyl-L-lysinamide', 'SODIUM ION', 'SULFATE ION', 'ZINC ION']	False	0	False	True
